#Procedure: <nfoinstruments.Measurements.LCRprocedures.ISProcedureConstTemp>,,,,,
#Parameters:,,,,,
#Data:,,,,,
Time,Bias,Frequency,Temperature,R,X
1719416211,0.8,41463.24,nan,296297,-8952.68
1719416213,0.8,42431,nan,297802,-9048.27
1719416216,0.8,43421.35,nan,297089,-9065.53
1719416219,0.8,44434.82,nan,298542,-10065.8
1719416221,0.8,45471.93,nan,293138,-9248.35
1719416224,0.8,46533.26,nan,270526,-10777.3
1719416227,0.8,47619.35,nan,227454,-11298.5
1719416229,0.8,48730.8,nan,222122,-12373.9
1719416232,0.8,49868.19,nan,206452,-12852.1
1719416234,0.8,51032.12,nan,190493,-13403.7
1719416237,0.8,52223.22,nan,182128,-13064.4
1719416240,0.8,53442.12,nan,176324,-12220.7
1719416242,0.8,54689.47,nan,173965,-11897.3
1719416245,0.8,55965.94,nan,169843,-12016
1719416248,0.8,57272.19,nan,167616,-12580
1719416250,0.8,58608.94,nan,165844,-12170.8
1719416253,0.8,59976.88,nan,163763,-12636.8
1719416256,0.8,61376.76,nan,163410,-12398.4
1719416258,0.8,62809.3,nan,162921,-12502.8
1719416261,0.8,64275.29,nan,155990,-12900
1719416264,0.8,65775.49,nan,149894,-12839.1
1719416266,0.8,67310.7,nan,145799,-12572.5
1719416269,0.8,68881.75,nan,143714,-12689.3
1719416272,0.8,70489.46,nan,142840,-13022.3
1719416274,0.8,72134.7,nan,141796,-13117.1
1719416277,0.8,73818.34,nan,143509,-12738.6
1719416280,0.8,75541.27,nan,146364,-13294
1719416282,0.8,77304.42,nan,146717,-13810.3
1719416285,0.8,79108.72,nan,147192,-14121.3
1719416288,0.8,80955.14,nan,145565,-12871.9
1719416290,0.8,82844.65,nan,141199,-13313.3
1719416293,0.8,84778.26,nan,140176,-13777.6
1719416296,0.8,86757,nan,138448,-13906.5
1719416298,0.8,88781.93,nan,138484,-13247.2
1719416301,0.8,90854.12,nan,138746,-13776
1719416303,0.8,92974.67,nan,139513,-15885
1719416306,0.8,95144.72,nan,138318,-14382.4
1719416309,0.8,97365.42,nan,138623,-15397.9
1719416311,0.8,99637.95,nan,138521,-14935.8
1719416314,0.8,101963.52,nan,137687,-13978.9
1719416317,0.8,104343.37,nan,139396,-16418
1719416319,0.8,106778.77,nan,140036,-16381.7
1719416322,0.8,109271.01,nan,139170,-16238.8
1719416324,0.8,111821.42,nan,137665,-15967
1719416327,0.8,114431.35,nan,138057,-15049.7
1719416329,0.8,117102.2,nan,137265,-14849.9
1719416332,0.8,119835.39,nan,136723,-14213.9
1719416335,0.8,122632.38,nan,135494,-13838.5
1719416337,0.8,125494.64,nan,134810,-14428.8
1719416340,0.8,128423.71,nan,133751,-13834.7
1719416343,0.8,131421.15,nan,133034,-13608.5
1719416345,0.8,134488.55,nan,132997,-12846.5
1719416348,0.8,137627.54,nan,132221,-12357.5
1719416351,0.8,140839.8,nan,131609,-11849.5
1719416354,0.8,144127.03,nan,130802,-11693.9
1719416356,0.8,147490.98,nan,130123,-11038.7
1719416359,0.8,150933.45,nan,129575,-10553.4
1719416362,0.8,154456.27,nan,128851,-10090.7
1719416364,0.8,158061.31,nan,128241,-9769.53
1719416367,0.8,161750.5,nan,127714,-9337.09
1719416369,0.8,165525.79,nan,126996,-8927.29
1719416372,0.8,169389.2,nan,126367,-8654.08
1719416375,0.8,173342.78,nan,125663,-8233.81
1719416377,0.8,177388.63,nan,125260,-7890.92
1719416380,0.8,181528.92,nan,125074,-7586.31
1719416383,0.8,185765.85,nan,124035,-7123.16
1719416385,0.8,190101.66,nan,123754,-6726.07
1719416388,0.8,194538.67,nan,123308,-6404.51
1719416391,0.8,199079.25,nan,123289,-6038.3
1719416393,0.8,203725.8,nan,122729,-5710.67
1719416396,0.8,208480.8,nan,122254,-5355.26
1719416398,0.8,213346.79,nan,121964,-4817.11
1719416401,0.8,218326.35,nan,121425,-4350.06
1719416404,0.8,223422.13,nan,120716,-3879.35
1719416406,0.8,228636.85,nan,119611,-3405.18
1719416409,0.8,233973.28,nan,118910,-2724.96
1719416411,0.8,239434.27,nan,118588,-2495.53
1719416414,0.8,245022.72,nan,118141,-1991.8
1719416417,0.8,250741.6,nan,117466,-1612.41
1719416419,0.8,256593.96,nan,117101,-1096.99
1719416422,0.8,262582.92,nan,116533,-493.947
1719416425,0.8,268711.66,nan,116315,180.525
1719416427,0.8,274983.45,nan,115947,878.715
1719416430,0.8,281401.62,nan,115090,1128.98
1719416433,0.8,287969.59,nan,114620,1670.59
1719416436,0.8,294690.86,nan,113820,1883.32
1719416438,0.8,301569.01,nan,112971,2347.15
1719416441,0.8,308607.69,nan,112096,2953.01
1719416443,0.8,315810.66,nan,112429,3651.59
1719416446,0.8,323181.75,nan,111882,3966.65
1719416449,0.8,330724.88,nan,111385,4544.17
1719416451,0.8,338444.07,nan,110283,4924.88
1719416454,0.8,346343.43,nan,107907,5419.13
1719416457,0.8,354427.16,nan,108697,6026.14
1719416459,0.8,362699.56,nan,104458,5783.02
1719416462,0.8,371165.05,nan,99937.6,5889.6
1719416465,0.8,379828.12,nan,99273.9,6374.98
1719416467,0.8,388693.39,nan,99090.1,7104.25
1719416470,0.8,397765.57,nan,98582.2,8075.21
1719416472,0.8,407049.5,nan,97742.7,8459.32
1719416475,0.8,416550.13,nan,97121,8977.15
1719416478,0.8,426272.49,nan,96515.5,9230.84
1719416480,0.8,436221.78,nan,96034.9,9605.51
1719416483,0.8,446403.29,nan,95386,10047.5
1719416486,0.8,456822.44,nan,95045.3,9906.17
1719416488,0.8,467484.77,nan,93267.6,9040.58
1719416491,0.8,478395.97,nan,94435.3,11299.9
1719416493,0.8,489561.83,nan,92865,10406.8
1719416496,0.8,500988.31,nan,92551,10861.7
1719416499,0.8,512681.48,nan,92358.6,11760.2
1719416501,0.8,524647.58,nan,91739.6,11964.3
1719416504,0.8,536892.96,nan,91600.5,12512.8
1719416507,0.8,549424.16,nan,91180.1,13195.6
1719416509,0.8,562247.83,nan,91209.3,13743.1
1719416512,0.8,575370.82,nan,91178.2,14405.4
1719416515,0.8,588800.1,nan,90651.1,14997.9
1719416517,0.8,602542.81,nan,90614.3,15951.7
1719416520,0.8,616606.29,nan,91516.1,18790.7
1719416523,0.8,630998.01,nan,91866.9,20335.2
1719416525,0.8,645725.64,nan,91503.2,20802.3
1719416528,0.8,660797.01,nan,90819.6,21415.2
1719416531,0.8,676220.16,nan,90898.7,22065.9
1719416533,0.8,692003.28,nan,90840.2,22805
1719416536,0.8,708154.78,nan,89859.1,23255.2
1719416538,0.8,724683.26,nan,89341.8,23780.2
1719416541,0.8,741597.53,nan,88755.1,24086.7
1719416544,0.8,758906.57,nan,88310.6,24451.7
1719416546,0.8,776619.61,nan,88269.2,25146.7
1719416549,0.8,794746.08,nan,88023.9,25882.1
1719416552,0.8,813295.62,nan,88049.4,26820.2
1719416554,0.8,832278.11,nan,87886.4,27753.3
1719416557,0.8,851703.66,nan,87638.5,28425.2
1719416559,0.8,871582.6,nan,87811.5,29424.3
1719416562,0.8,891925.53,nan,87832.1,30409.2
1719416564,0.8,912743.26,nan,88129.5,31586.3
1719416567,0.8,934046.88,nan,88219.2,32393.4
1719416570,0.8,955847.73,nan,88516.3,33489.7
1719416572,0.8,978157.42,nan,88252.3,34346
1719416575,0.8,1000987.82,nan,88330.8,35226.2
1719416578,0.8,1024351.09,nan,88209,35997.7
1719416580,0.8,1048259.66,nan,88759.9,37493
1719416583,0.8,1072726.26,nan,88446.9,38078.5
1719416586,0.8,1097763.92,nan,88336.1,38777.7
1719416588,0.8,1123385.96,nan,88458,40196.2
1719416591,0.8,1149606.03,nan,88330.4,40796.6
1719416594,0.8,1176438.08,nan,88249.8,41625.6
1719416596,0.8,1203896.39,nan,88091.8,42219.2
1719416599,0.8,1231995.59,nan,88255.2,43285.9
1719416602,0.8,1260750.63,nan,88376.4,44101.3
1719416604,0.8,1290176.82,nan,88090.8,44228.7
1719416607,0.8,1320289.82,nan,88911.4,46440.2
1719416610,0.8,1351105.66,nan,88418.6,47010.6
1719416612,0.8,1382640.76,nan,89034.8,49022.4
1719416615,0.8,1414911.88,nan,89367.6,49986.6
1719416617,0.8,1447936.23,nan,89424.9,50858.4
1719416620,0.8,1481731.37,nan,89444.2,51635.6
1719416623,0.8,1516315.29,nan,89648.1,52280.1
1719416625,0.8,1551706.41,nan,90074.4,54215.9
1719416628,0.8,1587923.57,nan,90424,55608.6
1719416630,0.8,1624986.04,nan,90597.4,56657
1719416633,0.8,1662913.56,nan,91233.3,58624
1719416636,0.8,1701726.32,nan,91126.8,59354.8
1719416638,0.8,1741444.97,nan,91296,60040.7
1719416641,0.8,1782090.66,nan,91435.6,61187.7
1719416643,0.8,1823685.04,nan,91787.8,62388.2
1719416646,0.8,1866250.24,nan,92112.4,63022.4
1719416649,0.8,1909808.91,nan,93692.6,66525.7
1719416651,0.8,1954384.26,nan,93674.5,67756.3
1719416654,0.8,2000000,nan,94424.7,69458
1719416658,0.9,20,nan,91212.8,4099.08
1719416663,0.9,20.47,nan,89657.4,3819.87
1719416669,0.9,20.94,nan,90221.6,3990.74
1719416673,0.9,21.43,nan,91225.8,3047.15
1719416678,0.9,21.93,nan,90027.2,3979.24
1719416682,0.9,22.45,nan,90808,3297.98
1719416686,0.9,22.97,nan,91362.9,1598.23
1719416691,0.9,23.51,nan,89780.8,2612.85
1719416695,0.9,24.05,nan,91400.8,5356.48
1719416699,0.9,24.62,nan,91295.6,6740.5
1719416705,0.9,25.19,nan,91169.6,1555
1719416711,0.9,25.78,nan,88959.2,3314.4
1719416717,0.9,26.38,nan,90289.4,2449.55
1719416723,0.9,27,nan,88477.6,738.352
1719416729,0.9,27.63,nan,86791.1,1017.48
1719416735,0.9,28.27,nan,88941.3,3438.36
1719416741,0.9,28.93,nan,90595.8,1825.1
1719416746,0.9,29.61,nan,85402.4,4211.27
1719416752,0.9,30.3,nan,86775.1,2091.26
1719416757,0.9,31,nan,87836.2,3669.2
1719416763,0.9,31.73,nan,89352.5,3847.48
1719416768,0.9,32.47,nan,89587,2923.08
1719416773,0.9,33.23,nan,86595.9,3387.32
1719416781,0.9,34,nan,111082,5054.81
1719416786,0.9,34.79,nan,101022,-664.561
1719416791,0.9,35.61,nan,132596,3232
1719416796,0.9,36.44,nan,126573,-3575.29
1719416800,0.9,37.29,nan,105508,4838.44
1719416805,0.9,38.16,nan,98809.2,1808.59
1719416809,0.9,39.05,nan,95076.9,3487.13
1719416813,0.9,39.96,nan,93224.8,1709.16
1719416817,0.9,40.89,nan,92002.9,3212.99
1719416821,0.9,41.85,nan,93734.4,3468.29
1719416826,0.9,42.82,nan,94757.4,3371.4
1719416830,0.9,43.82,nan,93692.7,3161.02
1719416834,0.9,44.85,nan,104490,-330.076
1719416837,0.9,45.89,nan,112325,4887.31
1719416841,0.9,46.96,nan,112492,1207.7
1719416848,0.9,48.06,nan,100830,2768.62
1719416851,0.9,49.18,nan,95696.4,1881.53
1719416856,0.9,50.33,nan,96322.7,3609.48
1719416860,0.9,51.51,nan,95910.9,2510.49
1719416865,0.9,52.71,nan,90436.2,4399.46
1719416870,0.9,53.94,nan,89609.9,3047.79
1719416874,0.9,55.2,nan,90102,2404.32
1719416879,0.9,56.48,nan,89350,2240.68
1719416883,0.9,57.8,nan,88656,2811.54
1719416887,0.9,59.15,nan,90516.3,3270.93
1719416891,0.9,60.53,nan,89043.6,3010.36
1719416895,0.9,61.95,nan,89340.4,3049.79
1719416899,0.9,63.39,nan,89801.7,3043.62
1719416902,0.9,64.87,nan,90426.2,3049.23
1719416906,0.9,66.39,nan,89686.4,2437.46
1719416910,0.9,67.93,nan,90139.3,3474.22
1719416913,0.9,69.52,nan,90245.4,2429.8
1719416917,0.9,71.14,nan,92170.7,3160.88
1719416920,0.9,72.8,nan,92254.1,2581.57
1719416923,0.9,74.5,nan,93086.8,2361.81
1719416927,0.9,76.24,nan,97174.1,4357.38
1719416931,0.9,78.02,nan,108903,134.401
1719416938,0.9,79.84,nan,115523,5937.25
1719416942,0.9,81.71,nan,109676,2461.45
1719416946,0.9,83.61,nan,113421,-1421.01
1719416950,0.9,85.56,nan,110405,6055.78
1719416954,0.9,87.56,nan,111035,3132.83
1719416957,0.9,89.61,nan,112541,5246.07
1719416961,0.9,91.7,nan,106555,4952.01
1719416964,0.9,93.84,nan,107931,2105.68
1719416970,0.9,96.03,nan,107768,6337.93
1719416974,0.9,98.27,nan,99468.3,3483.54
1719416978,0.9,100.56,nan,97284.5,2478.14
1719416982,0.9,102.91,nan,98795.3,2945.77
1719416985,0.9,105.31,nan,96835.4,3163.56
1719416989,0.9,107.77,nan,95970.9,3044.98
1719416992,0.9,110.28,nan,95733.9,3403.08
1719416996,0.9,112.86,nan,95032.6,2927.06
1719416999,0.9,115.49,nan,95973.4,2750.78
1719417002,0.9,118.19,nan,94713.2,2336.94
1719417006,0.9,120.95,nan,95010.3,2655.47
1719417009,0.9,123.77,nan,95180.4,2837.36
1719417012,0.9,126.66,nan,95585.6,2171.59
1719417015,0.9,129.61,nan,95285.8,2422.03
1719417019,0.9,132.64,nan,94613.3,2477.17
1719417022,0.9,135.74,nan,95410.1,2436.08
1719417025,0.9,138.9,nan,95523.3,2673.85
1719417028,0.9,142.15,nan,94692.4,2555.79
1719417031,0.9,145.46,nan,94807.2,2524.33
1719417034,0.9,148.86,nan,95095.7,1818.1
1719417037,0.9,152.33,nan,94642.2,2354.96
1719417041,0.9,155.89,nan,94924.7,2611.19
1719417044,0.9,159.53,nan,94779.7,2360.2
1719417047,0.9,163.25,nan,94830.8,2464.05
1719417050,0.9,167.06,nan,94838.9,2441
1719417053,0.9,170.96,nan,94370,2394.7
1719417056,0.9,174.95,nan,93469.7,2010.21
1719417059,0.9,179.03,nan,93769.8,2471.96
1719417062,0.9,183.21,nan,93646.3,2211.52
1719417065,0.9,187.49,nan,93997.8,2146.8
1719417068,0.9,191.86,nan,93349.4,2579.75
1719417071,0.9,196.34,nan,93223.5,2106.81
1719417074,0.9,200.93,nan,92884.9,2170.27
1719417077,0.9,205.61,nan,92682,1776.6
1719417080,0.9,210.41,nan,93207.7,2549.37
1719417083,0.9,215.32,nan,93501.7,2162.91
1719417086,0.9,220.35,nan,92990,2350.2
1719417090,0.9,225.49,nan,92554.5,2069.47
1719417093,0.9,230.76,nan,92926.6,1838.04
1719417096,0.9,236.14,nan,92653.8,2173.57
1719417099,0.9,241.65,nan,93205.2,2030.83
1719417101,0.9,247.29,nan,91965.9,2012.5
1719417105,0.9,253.07,nan,92286.9,1791.05
1719417108,0.9,258.97,nan,92104.5,1733.48
1719417111,0.9,265.02,nan,92535.1,1959.3
1719417114,0.9,271.2,nan,92322.7,1837.44
1719417117,0.9,277.53,nan,92350.8,2078.33
1719417120,0.9,284.01,nan,91938.5,1968.34
1719417123,0.9,290.64,nan,91890.8,2115.66
1719417126,0.9,297.42,nan,91693.7,2017.15
1719417129,0.9,304.37,nan,91542.8,2003.24
1719417132,0.9,311.47,nan,91393.7,1937.15
1719417135,0.9,318.74,nan,91966.6,1887.71
1719417138,0.9,326.18,nan,91848.8,2029.7
1719417141,0.9,333.79,nan,91693.4,1785.74
1719417144,0.9,341.58,nan,91540.9,1837.97
1719417147,0.9,349.55,nan,91421.9,1715.52
1719417150,0.9,357.71,nan,91607,1547.44
1719417153,0.9,366.06,nan,91456.6,1788.9
1719417156,0.9,374.61,nan,91539.7,1741.46
1719417159,0.9,383.35,nan,91650.6,1529.28
1719417162,0.9,392.3,nan,91863,1765.31
1719417165,0.9,401.45,nan,91482.5,1629.92
1719417168,0.9,410.82,nan,90311,1730.49
1719417170,0.9,420.41,nan,90519.6,1731.13
1719417173,0.9,430.22,nan,90529.1,1714.05
1719417176,0.9,440.27,nan,90237.2,1667.44
1719417179,0.9,450.54,nan,90699.9,1907.36
1719417182,0.9,461.06,nan,91156.2,1480.43
1719417185,0.9,471.82,nan,91011.1,1442.9
1719417188,0.9,482.83,nan,91662.5,1484.8
1719417191,0.9,494.1,nan,91399.1,1232.3
1719417194,0.9,505.63,nan,91029.7,1553.17
1719417197,0.9,517.43,nan,90981.9,1573.72
1719417200,0.9,529.51,nan,90830.2,1523.21
1719417203,0.9,541.87,nan,90314.8,1385.68
1719417206,0.9,554.52,nan,90552.3,1739.92
1719417208,0.9,567.46,nan,91305.1,1408.44
1719417211,0.9,580.71,nan,90769.9,1401.82
1719417214,0.9,594.26,nan,90348.8,1477.03
1719417217,0.9,608.13,nan,89991.6,1226.82
1719417220,0.9,622.32,nan,90508.1,1731.37
1719417223,0.9,636.85,nan,90127.8,1208.73
1719417226,0.9,651.71,nan,90813,1424.98
1719417228,0.9,666.92,nan,90993.8,1469.98
1719417231,0.9,682.49,nan,90768.3,1322.68
1719417234,0.9,698.42,nan,90467,1289.69
1719417237,0.9,714.72,nan,90984.4,1218.2
1719417240,0.9,731.4,nan,91053.5,1414.75
1719417242,0.9,748.47,nan,90871.7,1195.17
1719417245,0.9,765.94,nan,90913.8,1278.71
1719417248,0.9,783.82,nan,90875.1,1272.38
1719417251,0.9,802.11,nan,91095,1220.14
1719417254,0.9,820.84,nan,90823.4,1291.98
1719417256,0.9,839.99,nan,91297.1,1286.75
1719417259,0.9,859.6,nan,91224.5,1075.07
1719417262,0.9,879.66,nan,90811.7,1276.32
1719417265,0.9,900.2,nan,90532.5,1093.93
1719417268,0.9,921.21,nan,90857.8,1169.26
1719417270,0.9,942.71,nan,91299.3,1084.49
1719417273,0.9,964.71,nan,91841.2,1024.43
1719417276,0.9,987.23,nan,92096.3,1101.03
1719417279,0.9,1010.27,nan,92418.4,1110.76
1719417281,0.9,1033.85,nan,92033.9,1045.56
1719417284,0.9,1057.98,nan,92084.7,993.597
1719417287,0.9,1082.67,nan,91804.8,933.91
1719417290,0.9,1107.94,nan,91659.6,974.878
1719417293,0.9,1133.8,nan,91375.3,1033.49
1719417296,0.9,1160.26,nan,90854.5,973.26
1719417298,0.9,1187.35,nan,91083.5,913.987
1719417301,0.9,1215.06,nan,91240.7,836.595
1719417304,0.9,1243.42,nan,91636,925.934
1719417307,0.9,1272.44,nan,91607.9,1008.52
1719417309,0.9,1302.14,nan,90745.9,892.623
1719417312,0.9,1332.53,nan,91141.6,936.985
1719417315,0.9,1363.63,nan,91332.4,889.661
1719417318,0.9,1395.46,nan,90533.9,753.353
1719417321,0.9,1428.03,nan,90458.8,778.933
1719417323,0.9,1461.36,nan,90386.4,756.505
1719417326,0.9,1495.47,nan,90362.1,794.237
1719417329,0.9,1530.37,nan,90187.5,764.72
1719417332,0.9,1566.09,nan,90349.4,719.346
1719417334,0.9,1602.65,nan,89939.5,824.608
1719417337,0.9,1640.05,nan,89708.9,766.23
1719417340,0.9,1678.33,nan,89749.1,737.556
1719417343,0.9,1717.5,nan,89718,736.984
1719417346,0.9,1757.59,nan,90167.8,681.478
1719417348,0.9,1798.61,nan,89782.8,689.744
1719417351,0.9,1840.59,nan,89683.8,652.266
1719417354,0.9,1883.55,nan,89374.8,700.352
1719417356,0.9,1927.52,nan,89288.3,598.004
1719417359,0.9,1972.5,nan,89436.4,623.854
1719417362,0.9,2018.54,nan,88879.8,512.4
1719417365,0.9,2065.66,nan,88816.2,638.992
1719417368,0.9,2113.87,nan,88739.2,586.755
1719417370,0.9,2163.21,nan,88778.4,555.333
1719417373,0.9,2213.7,nan,88731.8,504.123
1719417376,0.9,2265.37,nan,88923,521.316
1719417379,0.9,2318.24,nan,88662.3,492.559
1719417382,0.9,2372.35,nan,88330.6,488.232
1719417384,0.9,2427.72,nan,88201,497.868
1719417387,0.9,2484.38,nan,88263.9,414.422
1719417390,0.9,2542.37,nan,88207,415.03
1719417393,0.9,2601.71,nan,89058.1,411.756
1719417395,0.9,2662.43,nan,88547.4,420.09
1719417398,0.9,2724.57,nan,88448.2,378.414
1719417401,0.9,2788.17,nan,88586.9,356.532
1719417404,0.9,2853.24,nan,88437.8,320.198
1719417406,0.9,2919.84,nan,88242.4,355.208
1719417409,0.9,2987.99,nan,88124,323.214
1719417412,0.9,3057.73,nan,89097,318.724
1719417415,0.9,3129.1,nan,89172.3,304.055
1719417417,0.9,3202.13,nan,89246.5,341.421
1719417420,0.9,3276.87,nan,89261,327.183
1719417423,0.9,3353.35,nan,89127.8,295.266
1719417426,0.9,3431.62,nan,88330.6,265.072
1719417428,0.9,3511.71,nan,90553,507.362
1719417431,0.9,3593.68,nan,100629,767.219
1719417434,0.9,3677.55,nan,101708,607.552
1719417436,0.9,3763.39,nan,104002,720.674
1719417439,0.9,3851.23,nan,95749.4,224.779
1719417442,0.9,3941.12,nan,91117.8,221.399
1719417445,0.9,4033.1,nan,90894.1,141.736
1719417447,0.9,4127.24,nan,90308.3,196.226
1719417450,0.9,4223.57,nan,89732.7,129.212
1719417453,0.9,4322.15,nan,89629.4,102.466
1719417456,0.9,4423.02,nan,89648.6,66.2144
1719417459,0.9,4526.26,nan,89523,126.346
1719417462,0.9,4631.9,nan,96859.7,599.41
1719417464,0.9,4740.01,nan,102418,609.626
1719417470,0.9,4850.65,nan,106223,448.767
1719417475,0.9,4963.86,nan,99726.2,410.87
1719417478,0.9,5079.72,nan,101716,181.64
1719417481,0.9,5198.28,nan,102217,70.3637
1719417486,0.9,5319.61,nan,101378,286.923
1719417489,0.9,5443.77,nan,100301,111.661
1719417492,0.9,5570.83,nan,100842,40.8355
1719417494,0.9,5700.85,nan,105795,-57.6044
1719417497,0.9,5833.91,nan,105663,136.626
1719417500,0.9,5970.08,nan,105572,109.924
1719417503,0.9,6109.42,nan,106633,118.797
1719417505,0.9,6252.01,nan,105554,49.8047
1719417508,0.9,6397.94,nan,102475,119.803
1719417511,0.9,6547.27,nan,102505,-47.585
1719417514,0.9,6700.08,nan,101390,55.0715
1719417516,0.9,6856.46,nan,99786.1,-68.3966
1719417519,0.9,7016.49,nan,101167,2.10239
1719417522,0.9,7180.26,nan,96493.7,48.4967
1719417525,0.9,7347.85,nan,95240.1,-101.306
1719417527,0.9,7519.35,nan,94786.9,-81.6396
1719417530,0.9,7694.85,nan,94313.2,-252.42
1719417533,0.9,7874.45,nan,93056,-130.82
1719417535,0.9,8058.24,nan,93889,-177.854
1719417538,0.9,8246.33,nan,94808.5,-47.9496
1719417541,0.9,8438.8,nan,93801.8,-76.1428
1719417544,0.9,8635.76,nan,93165.8,-149.59
1719417547,0.9,8837.32,nan,94374.2,-184.091
1719417549,0.9,9043.58,nan,94516.6,-232.448
1719417552,0.9,9254.66,nan,94661.3,-117.507
1719417555,0.9,9470.67,nan,94941.1,-263.955
1719417558,0.9,9691.72,nan,94711,-218.504
1719417560,0.9,9917.92,nan,95064.5,-281.068
1719417563,0.9,10149.41,nan,94783.4,-289.017
1719417566,0.9,10386.3,nan,94383.6,-287.317
1719417569,0.9,10628.72,nan,94335,-338.566
1719417571,0.9,10876.79,nan,94560.7,-330.26
1719417574,0.9,11130.66,nan,94401.6,-336.199
1719417577,0.9,11390.45,nan,93995.5,-253.007
1719417580,0.9,11656.31,nan,92172.7,-354.266
1719417582,0.9,11928.37,nan,92014.8,-356.243
1719417585,0.9,12206.78,nan,92113.6,-331.059
1719417588,0.9,12491.69,nan,94315.6,-305.894
1719417590,0.9,12783.25,nan,94147.7,-312.637
1719417593,0.9,13081.61,nan,94094.7,-365.274
1719417596,0.9,13386.94,nan,91459.1,-362.584
1719417599,0.9,13699.39,nan,90046.3,-423.966
1719417601,0.9,14019.14,nan,89884,-431.137
1719417604,0.9,14346.35,nan,89681.1,-420.611
1719417607,0.9,14681.2,nan,89519.4,-426.19
1719417609,0.9,15023.86,nan,89587.1,-464.351
1719417612,0.9,15374.52,nan,89345.6,-454.15
1719417615,0.9,15733.36,nan,89485.2,-466.906
1719417618,0.9,16100.58,nan,89718.9,-445.836
1719417620,0.9,16476.37,nan,89619.1,-449.34
1719417623,0.9,16860.94,nan,89462.4,-492.186
1719417626,0.9,17254.47,nan,89572,-498.652
1719417629,0.9,17657.2,nan,89433.8,-495.154
1719417631,0.9,18069.32,nan,89229.3,-524.637
1719417634,0.9,18491.06,nan,89206.2,-517.503
1719417637,0.9,18922.65,nan,89452.4,-530.702
1719417639,0.9,19364.31,nan,89539,-568.081
1719417642,0.9,19816.27,nan,89407.3,-550.561
1719417645,0.9,20278.79,nan,89414.3,-542.249
1719417648,0.9,20752.1,nan,89361.9,-539.993
1719417650,0.9,21236.46,nan,89458.8,-568.021
1719417653,0.9,21732.12,nan,89354.6,-583.313
1719417656,0.9,22239.35,nan,89344.4,-594.184
1719417658,0.9,22758.43,nan,89183.6,-607.981
1719417661,0.9,23289.61,nan,89071.4,-630.386
1719417664,0.9,23833.2,nan,88985.7,-627.196
1719417666,0.9,24389.47,nan,89182.7,-642.83
1719417669,0.9,24958.72,nan,88875.3,-640.406
1719417672,0.9,25541.27,nan,88687,-643.035
1719417674,0.9,26137.4,nan,88551.3,-657.392
1719417677,0.9,26747.46,nan,88552.3,-639.257
1719417680,0.9,27371.75,nan,88431.9,-646.576
1719417682,0.9,28010.61,nan,88329.1,-684.693
1719417685,0.9,28664.38,nan,88321.9,-691.929
1719417688,0.9,29333.42,nan,88306.9,-673.76
1719417690,0.9,30018.07,nan,88278,-676.431
1719417693,0.9,30718.69,nan,88193.7,-641.542
1719417696,0.9,31435.67,nan,88061.9,-645.032
1719417699,0.9,32169.39,nan,87946.4,-681.887
1719417701,0.9,32920.23,nan,87454.6,-704.187
1719417704,0.9,33688.6,nan,87254.5,-724.447
1719417707,0.9,34474.89,nan,87316,-720.217
1719417709,0.9,35279.55,nan,87013.3,-713.706
1719417712,0.9,36102.98,nan,86756.5,-739.166
1719417715,0.9,36945.63,nan,86646.4,-734.425
1719417718,0.9,37807.95,nan,86753.4,-760.82
1719417720,0.9,38690.39,nan,87012,-796.403
1719417723,0.9,39593.44,nan,86924.7,-790.026
1719417726,0.9,40517.55,nan,87018.5,-800.782
1719417728,0.9,41463.24,nan,87382.2,-800.372
1719417731,0.9,42431,nan,86953.1,-775.411
1719417734,0.9,43421.35,nan,86516.2,-752.098
1719417736,0.9,44434.82,nan,86168.7,-773.588
1719417739,0.9,45471.93,nan,85993.7,-742.692
1719417741,0.9,46533.26,nan,85985.3,-764.704
1719417744,0.9,47619.35,nan,85814.3,-771.589
1719417747,0.9,48730.8,nan,85332.9,-742.193
1719417749,0.9,49868.19,nan,85477.9,-735.447
1719417752,0.9,51032.12,nan,85260.3,-790.385
1719417755,0.9,52223.22,nan,85211.9,-735.052
1719417757,0.9,53442.12,nan,85190.4,-693.642
1719417760,0.9,54689.47,nan,84405.7,-701.636
1719417762,0.9,55965.94,nan,84894.6,-695.505
1719417765,0.9,57272.19,nan,84890.9,-730.523
1719417768,0.9,58608.94,nan,85186.7,-755.737
1719417770,0.9,59976.88,nan,85048.3,-701.509
1719417773,0.9,61376.76,nan,84404.6,-619.191
1719417776,0.9,62809.3,nan,84510.6,-639.042
1719417778,0.9,64275.29,nan,84517.7,-662.739
1719417781,0.9,65775.49,nan,84323.2,-610.891
1719417784,0.9,67310.7,nan,84314.7,-623.293
1719417787,0.9,68881.75,nan,84227.2,-620.852
1719417789,0.9,70489.46,nan,84101.5,-660.647
1719417792,0.9,72134.7,nan,84292.7,-718.457
1719417795,0.9,73818.34,nan,84343.7,-693.314
1719417797,0.9,75541.27,nan,84374.2,-631.391
1719417800,0.9,77304.42,nan,84226.1,-655.754
1719417803,0.9,79108.72,nan,84044.8,-657.995
1719417805,0.9,80955.14,nan,84233,-660.885
1719417808,0.9,82844.65,nan,84264.8,-724.767
1719417810,0.9,84778.26,nan,84162,-701.201
1719417813,0.9,86757,nan,84026.3,-765.119
1719417816,0.9,88781.93,nan,83872.1,-744.864
1719417818,0.9,90854.12,nan,83868.8,-731.102
