#Procedure: <nfoinstruments.Measurements.LCRprocedures.ISProcedureConstTemp>,,,,,
#Parameters:,,,,,
#Data:,,,,,
Time,Bias,Frequency,Temperature,R,X
1719397293,0.1,87.56,nan,7617360,-4021960
1719397296,0.1,89.61,nan,7544360,-4034230
1719397300,0.1,91.7,nan,7493590,-4060000
1719397303,0.1,93.84,nan,7432810,-4092130
1719397306,0.1,96.03,nan,7613830,-3724380
1719397309,0.1,98.27,nan,7322190,-4029040
1719397313,0.1,100.56,nan,7227350,-4075870
1719397317,0.1,102.91,nan,7176610,-4071270
1719397320,0.1,105.31,nan,7096880,-4062960
1719397324,0.1,107.77,nan,7040050,-4057380
1719397328,0.1,110.28,nan,6957450,-4066290
1719397331,0.1,112.86,nan,6899890,-4067370
1719397334,0.1,115.49,nan,6732580,-4120200
1719397338,0.1,118.19,nan,6770840,-4077130
1719397341,0.1,120.95,nan,6725630,-4073190
1719397344,0.1,123.77,nan,6646090,-4070270
1719397347,0.1,126.66,nan,6561600,-4079360
1719397351,0.1,129.61,nan,6509320,-4075070
1719397354,0.1,132.64,nan,6435530,-4078860
1719397357,0.1,135.74,nan,6373500,-4082400
1719397360,0.1,138.9,nan,6299340,-4076270
1719397363,0.1,142.15,nan,6230330,-4080880
1719397366,0.1,145.46,nan,6156000,-4081890
1719397369,0.1,148.86,nan,6108360,-4072980
1719397373,0.1,152.33,nan,6033340,-4064400
1719397376,0.1,155.89,nan,5969320,-4075670
1719397379,0.1,159.53,nan,5908440,-4051160
1719397382,0.1,163.25,nan,5821230,-4060830
1719397385,0.1,167.06,nan,5752970,-4058690
1719397388,0.1,170.96,nan,5686370,-4057420
1719397391,0.1,174.95,nan,5623280,-4050250
1719397394,0.1,179.03,nan,5551540,-4046600
1719397397,0.1,183.21,nan,5484390,-4033930
1719397400,0.1,187.49,nan,5415190,-4034800
1719397403,0.1,191.86,nan,5344090,-4019950
1719397406,0.1,196.34,nan,5273370,-4016280
1719397410,0.1,200.93,nan,5206240,-4018210
1719397413,0.1,205.61,nan,5134620,-4005630
1719397416,0.1,210.41,nan,5065020,-3990700
1719397419,0.1,215.32,nan,4995400,-3982660
1719397422,0.1,220.35,nan,4924280,-3974310
1719397425,0.1,225.49,nan,4856660,-3966090
1719397428,0.1,230.76,nan,4787960,-3956020
1719397431,0.1,236.14,nan,4719850,-3939540
1719397434,0.1,241.65,nan,4651520,-3928610
1719397437,0.1,247.29,nan,4580250,-3912880
1719397440,0.1,253.07,nan,4509650,-3900980
1719397443,0.1,258.97,nan,4440490,-3882320
1719397446,0.1,265.02,nan,4378380,-3864290
1719397449,0.1,271.2,nan,4300240,-3855720
1719397452,0.1,277.53,nan,4236910,-3821860
1719397455,0.1,284.01,nan,4176430,-3819820
1719397458,0.1,290.64,nan,4109230,-3802230
1719397461,0.1,297.42,nan,4041730,-3783690
1719397464,0.1,304.37,nan,3977900,-3764260
1719397467,0.1,311.47,nan,3911190,-3740230
1719397470,0.1,318.74,nan,3843240,-3721240
1719397473,0.1,326.18,nan,3778020,-3699500
1719397476,0.1,333.79,nan,3714170,-3681160
1719397479,0.1,341.58,nan,3651660,-3656220
1719397482,0.1,349.55,nan,3580520,-3627820
1719397485,0.1,357.71,nan,3520810,-3609540
1719397490,0.2,20,nan,10989700,-3767500
