Time,Bias,Frequency,Temperature,R,X,,,Real,_Imag,Freq
1719395119,0,851703.66,nan,3799.36,-8542.31,,,3799.36,8542.31,851703.66
1719395120,0,871582.6,nan,3769.92,-8399.99,,,3769.92,8399.99,871582.6
1719395121,0,891925.53,nan,3744.71,-8261.04,,,3744.71,8261.04,891925.53
1719395122,0,912743.26,nan,3714.34,-8125.96,,,3714.34,8125.96,912743.26
1719395123,0,934046.88,nan,3684.77,-7993.62,,,3684.77,7993.62,934046.88
1719395124,0,955847.73,nan,3654.23,-7865.65,,,3654.23,7865.65,955847.73
1719395125,0,978157.42,nan,3623.97,-7740.1,,,3623.97,7740.1,978157.42
1719395126,0,1000987.82,nan,3592.58,-7617.37,,,3592.58,7617.37,1000987.82
1719395127,0,1024351.09,nan,3561.53,-7499.91,,,3561.53,7499.91,1024351.09
1719395128,0,1048259.66,nan,3529.51,-7383.21,,,3529.51,7383.21,1048259.66
1719395128,0,1072726.26,nan,3496.04,-7266.62,,,3496.04,7266.62,1072726.26
1719395129,0,1097763.92,nan,3463.12,-7155.9,,,3463.12,7155.9,1097763.92
1719395130,0,1123385.96,nan,3431.18,-7050.3,,,3431.18,7050.3,1123385.96
1719395131,0,1149606.03,nan,3396.27,-6940.91,,,3396.27,6940.91,1149606.03
1719395132,0,1176438.08,nan,3363.44,-6840.87,,,3363.44,6840.87,1176438.08
1719395133,0,1203896.39,nan,3328.07,-6738.15,,,3328.07,6738.15,1203896.39
1719395134,0,1231995.59,nan,3293.3,-6639.77,,,3293.3,6639.77,1231995.59
1719395135,0,1260750.63,nan,3257.75,-6542.25,,,3257.75,6542.25,1260750.63
1719395136,0,1290176.82,nan,3222.66,-6449.32,,,3222.66,6449.32,1290176.82
1719395137,0,1320289.82,nan,3186.57,-6357.27,,,3186.57,6357.27,1320289.82
1719395138,0,1351105.66,nan,3149.48,-6265.88,,,3149.48,6265.88,1351105.66
1719395139,0,1382640.76,nan,3112.33,-6176.3,,,3112.33,6176.3,1382640.76
1719395140,0,1414911.88,nan,3075.57,-6090.18,,,3075.57,6090.18,1414911.88
1719395140,0,1447936.23,nan,3038.36,-6005.3,,,3038.36,6005.3,1447936.23
1719395141,0,1481731.37,nan,3000.4,-5922.04,,,3000.4,5922.04,1481731.37
1719395142,0,1516315.29,nan,2963.63,-5841.66,,,2963.63,5841.66,1516315.29
1719395143,0,1551706.41,nan,2923.51,-5759.85,,,2923.51,5759.85,1551706.41
1719395144,0,1587923.57,nan,2884.99,-5681.88,,,2884.99,5681.88,1587923.57
1719395145,0,1624986.04,nan,2846.32,-5605.06,,,2846.32,5605.06,1624986.04
1719395146,0,1662913.56,nan,2807.55,-5529.09,,,2807.55,5529.09,1662913.56
1719395147,0,1701726.32,nan,2767.7,-5454.02,,,2767.7,5454.02,1701726.32
1719395148,0,1741444.97,nan,2728.44,-5382.61,,,2728.44,5382.61,1741444.97
1719395149,0,1782090.66,nan,2688.05,-5309.93,,,2688.05,5309.93,1782090.66
1719395150,0,1823685.04,nan,2648.08,-5238.26,,,2648.08,5238.26,1823685.04
1719395151,0,1866250.24,nan,2608.58,-5169.42,,,2608.58,5169.42,1866250.24
1719395151,0,1909808.91,nan,2567.9,-5100.44,,,2567.9,5100.44,1909808.91
1719395152,0,1954384.26,nan,2528.6,-5033.18,,,2528.6,5033.18,1954384.26
1719395153,0,2000000,nan,2487.87,-4965.63,,,2487.87,4965.63,2000000
